743,Water logging issues,Construction Zone,Existing,Radio Button,IRC SP:50-2014 Clause 3.1 Water on the pavement can reduce skid resistance  can interrupt traffic  limit visibility due to splash and spray  increase potential for hydroplaning and cause difficulty in driving of vehicle.,,FALSE,FALSE,U18.2, nh_sh_2_lane
744,Condition of Drain ,Construction Zone,Existing,Dropdown,,,FALSE,FALSE,U18.3, nh_sh_2_lane
745,Other  Issues,Construction Zone,Existing,Text Area,,,FALSE,FALSE,U18.4, nh_sh_2_lane
746,Safety barriers availability?,Construction Zone,Existing,Heading,,,FALSE,FALSE,U19, nh_sh_2_lane
747,Type of barrier,Construction Zone,Existing,Dropdown,IRC:SP:55-2014 Clause 5.2.7  The New Jersey Barriers are 1 .5 m to 2.0 m long pre-cast reinforced concrete modular pieces with shaped ends that can be interlocked and connected. Clause 5.2.8 Water-filled barricades are modular water filled plastic containers of various sizes and shapes  and an example is given in Fig. 5.20.,,FALSE,FALSE,U19.1, nh_sh_2_lane
748,Construction equipment and materials protected by temporary barriers?,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U19.2, nh_sh_2_lane
749,"Have safe terminals been placed on the end of barrier?
",Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U19.3, nh_sh_2_lane
750,flagmen controlling or directing the traffic flow,Tunnel,Existing,Radio Button,IRC:SP:55-2014 Clause 9.2 Deployment of Flagman,,FALSE,FALSE,U20, nh_sh_2_lane
751,"Are the flagmen highly conspicuous and placed where they can give clear instructions to approaching drivers/riders in advance of the work site?
",Tunnel,Existing,Radio Button,,If U20 = Yes,FALSE,FALSE,U20.1, nh_sh_2_lane
752,Chennelizing Devices,Tunnel,Existing,Heading,,,FALSE,FALSE,U21, nh_sh_2_lane
753,Type,Tunnel,Existing,Dropdown,,,FALSE,FALSE,U21.1, nh_sh_2_lane
754,Retroreflective,Tunnel,Existing,Radio Button,IRC:SP:55-2014 Clause 5.2.4 Drums are generally of lightweight and with deformable materials. They shall be a minimum of 800 mm minimum  in height and have at least a 300 mm minimum width regardless of orientation Fig. 5.14,,FALSE,FALSE,U21.2, nh_sh_2_lane
755,Condition,Tunnel,Existing,Dropdown,,,FALSE,FALSE,U21.3, nh_sh_2_lane
756,Comments,Tunnel,Existing,Text Area,,,FALSE,FALSE,U22, nh_sh_2_lane
757,Critical observation,Tunnel,Existing,Checkbox,,,FALSE,FALSE,U23, nh_sh_2_lane
758,General observation,Tunnel,Existing,Checkbox,,,FALSE,FALSE,U24, nh_sh_2_lane
759,Severity ,Tunnel,Existing,Dropdown,,,FALSE,FALSE,U25, nh_sh_2_lane
760,Priority ,Tunnel,Existing,Dropdown,,,TRUE,FALSE,U26, nh_sh_2_lane
761,GPS Location,Tunnel,Existing,Autogenerated,,,FALSE,FALSE,V1, nh_sh_2_lane
762,Chainage (km),Tunnel,Existing,Numerical Box,,,TRUE,FALSE,V2, nh_sh_2_lane
763,Photo/Video/Audio,Tunnel,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,FALSE,FALSE,V3, nh_sh_2_lane
764,Carriageway width (m),Tunnel,Existing,Numerical Box,,,FALSE,FALSE,V4, nh_sh_2_lane
765,5.5m Vertical clearance on carriageway and shoulder,Tunnel,Existing,Radio Button,IRC 73-2018 Cl 14.2.4 Minimum vertical clearance of 5.5 m over the full width of carriageway and paved shoulders,,FALSE,FALSE,V5, nh_sh_2_lane
766,3m vertical clearance on footpath,Tunnel,Existing,Radio Button,IRC 73-2018 Cl 14.2.4 Vertical clearance over footway shall be 3.0 m minimum,,FALSE,FALSE,V6, nh_sh_2_lane
767,Length of tunnel is<500m,Tunnel,Existing,Radio Button,,,FALSE,FALSE,V7, nh_sh_2_lane
768,Length of tunnel (m),Tunnel,Existing,Numerical Box,,If V7 = No,FALSE,FALSE,V7.1, nh_sh_2_lane
769,Availability of mechanical ventilation,Tunnel,Existing,Radio Button,,,FALSE,FALSE,V8, nh_sh_2_lane
770,3 lane for each direction of traffic,Tunnel,Existing,Radio Button,IRC 73-2018 Cl 14.2.5 Tunnels shall have minimum 3-lanes carriageway for each direction of traffic,,FALSE,FALSE,V9, nh_sh_2_lane
771,3m paved shoulder on left side and edge strip of 0.50 m on the right side ,Tunnel,Existing,Radio Button,,,FALSE,FALSE,V10, nh_sh_2_lane
772,emergeny lay bay at 750m interval if tunnel length more than 500,Tunnel,Existing,Radio Button,IRC 73-2018 Cl 14.2.6 Emergency lay bye beyond the left most lane at 750 m intervals,,FALSE,FALSE,V11, nh_sh_2_lane
773,Do 100 m long and 3.0 m wide emergency lay bye beyond the left most lane has been provided where tunnel length more than 500?,Tunnel,Existing,Radio Button,,If V11= Yes,FALSE,FALSE,V11.1, nh_sh_2_lane
774,Tunnel passages,Tunnel,Existing,Radio Button,IRC:SP:73-2018 Clause 14.2.8 Tunnel passage The twin tunnels of more than 500 m length if provided shall be connected by a cross passage at an inclination to facilitate diversion of the traffic from one tube to other tube in the event of an incident/accident in one of the tubes at a spacing of 300 m.,,FALSE,FALSE,V12, nh_sh_2_lane
775,tunnel passage with one traffic lane  edge strip of 0.75 m  crash barriers and walkways on either side,Tunnel,Existing,Radio Button,,If V12 = Yes,FALSE,FALSE,V12.1, nh_sh_2_lane
776,Edge strip,Tunnel,Existing,Numerical Box,,If V12.1 = No,FALSE,FALSE,V12.1.1, nh_sh_2_lane
777,Tunnel alignment at the ends and open/ approach cuts merge smoothly with adjoining road ,Tunnel,Existing,Radio Button,IRC 73-2018 Cl 14.2.10 Tunnel alignment at the ends and open/approach cuts shall merge smoothly with adjoining road in the open air,,FALSE,FALSE,V13, nh_sh_2_lane
778, Effective drainage system ,Tunnel,Existing,Radio Button,,,FALSE,FALSE,V14, nh_sh_2_lane
779,Road Marking,Tunnel,Existing,Heading,,Pop up Section G when clicked,FALSE,FALSE,V15, nh_sh_2_lane
780,Road Signage,Blackspot,Existing,Heading,,Pop up Section H when clicked,FALSE,FALSE,V16, nh_sh_2_lane
781,Fire detectors at an interval of 25m in tunnel length 500m and more,Blackspot,Existing,Radio Button,IRC 73-2018 Cl 14.11.2 Fire Detectors installed at interval of 25 m,,FALSE,FALSE,V17, nh_sh_2_lane
782,Whether emergency alarm has been provided at the entrance and inside the tunnel of tunnel length more than 200m ?,Blackspot,Existing,Radio Button,IRC 73-2018 Cl 14.11.2 Entrance information boards at tunnel entrances and the in-tunnel information boards in emergency parking areas in the tunnels,,FALSE,FALSE,V18, nh_sh_2_lane
783,Fire extinguishers installed for initial control of small-scale fires at an interval of 50 m,Blackspot,Existing,Radio Button,IRC 73-2018 Cl 14.11.2 Â Fire Extinguishers installed at intervals of 50 m,,FALSE,FALSE,V19, nh_sh_2_lane
784,Smoke Discharge Equipment in tunnel of 1500m or more length,Blackspot,Existing,Radio Button,IRC 73-2018 Cl 14.11.2 Â Smoke Discharge Equipment spread of smoke to a minimum level,,FALSE,FALSE,V20, nh_sh_2_lane
785,Guide board inside  the tunnel with evacuations adits,Blackspot,Existing,Radio Button,IRC 73-2018 Cl 14.11.2 Guide board direct road users in the tunnel the distance/direction to an exit or evacuation route  the current position,,FALSE,FALSE,V21, nh_sh_2_lane
786,Comments,Special Audit,Existing,Text Area,,,FALSE,FALSE,V22, nh_sh_2_lane
787,Critical observation,Special Audit,Existing,Checkbox,,,FALSE,FALSE,V23, nh_sh_2_lane
788,General observation,Special Audit,Existing,Checkbox,,,FALSE,FALSE,V24, nh_sh_2_lane
789,Severity ,Special Audit,Existing,Dropdown,,,FALSE,FALSE,V25, nh_sh_2_lane
790,Priority ,Special Audit,Existing,Dropdown,,,FALSE,FALSE,V26, nh_sh_2_lane
